SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
252,"SOGYEFP12AF729F8DF",459483,"A Fist In The Thought","ARA7EEC1187FB4C392",49.01037,"Karlsruhe Germany",8.4092,"Snowgoons",0.0,257.25342,8,0.381,97.454,4,1.0,"Platoon Goons",2009
253,"SORBDNB12AAF3B1B4E",323348,"Still Making History","ARW2DG51187B9A170F",44.81187,"Belgrade Yugoslavia",20.46414,"Ana Popovic",0.0,322.66404,7,0.399,156.948,3,1.0,"U Complete Me (Blues Version - Bonus Track)",2007
254,"SOUWLEZ12A6D4F499A",27630,"The Plan","ARI4NXX1187FB59DF2",,"Wisconsin",,"Raze",0.0,25.88689,2,0.0,92.403,7,0.458,"Intro. (The Plan Album Version)",0
255,"SOEFKLQ12A8C140047",238124,"Road Rockets","AR7LIU31187B98EF11",,"",,"Rita Chiarelli",0.0,252.682,7,0.787,89.919,3,1.0,"This Is My Life",1992
256,"SOUJKAH12A6701F2A5",7830,"Shadow Zone","ARHRY5S1187B99B96F",32.61436,"Alabama",-86.68073,"Static-X",0.0,185.10322,6,0.388,144.017,4,0.837,"Control It (Album Version)",2003
257,"SOGJYMK12AB018272A",466293,"The Right Time","ARK9K3O1187B98F504",,"Los Angeles CA",,"Cherrelle",0.0,290.82077,8,0.239,145.607,4,1.0,"Into My Eyes",1999
258,"SOSJBHK12A6D4F8092",24739,"It's A Sorry World","ARDNS031187B9924F0",32.67828,"Georgia",-83.22295,"Tim Wilson",0.0,123.58485,5,0.0,169.428,1,0.0,"Dale Darrell Waltrip Richard Petty Rusty Awesome Bill Irvin Gordon Earnhardt Smith...Johnson_ Jr. (Live)",0
259,"SOYQWAD12A8C139316",156902,"All i","ARCEOW71187B9A5A71",51.50632,"London England",-0.12714,"B.A.D.",0.0,241.81506,7,0.286,121.993,4,0.787,"Chu Hsin",0
260,"SOVBJGB12AB01802A5",345588,"The Gentle Touch","AR9JLBU1187B9AAEC4",-33.96243,"Port Elizabeth South Africa",25.62326,"Danny Williams",0.0,249.93914,3,0.641,143.869,4,0.255,"The Rainbow Bridge",0
261,"SOQUAKN12A8AE486C2",236556,"Fruko Power Salsa","ARHEQ501187FB4F898",,"",,"Fruko Y Sus Tesos",0.0,242.75546,8,0.519,84.751,7,0.561,"La Fruta Bomba",2000
262,"SOXRZUH12A6D4F68AB",25735,"The Essential UFO","AROATPL1187FB48E12",34.16788,"Arizona",-111.9307,"UFO",0.0,213.31546,7,0.058,132.43,4,0.587,"Cherry",0
263,"SOACLMC12A8C13FA4C",174729,"Tampa Red Vol. 15 1951-1953","AR576O51187B990C30",31.90143,"Smithville GA",-84.25274,"Tampa Red",0.0,181.08036,2,0.42,72.177,1,0.0,"Baby Please Don't",0
264,"SOKRRKZ12AB0182EF8",554752,"Koocheyeh Khatereh","ARYLQVR11F50C4EFC2",,"",,"Saman",0.0,243.98322,7,0.27,141.205,3,1.0,"Roorasty",0
265,"SOJVTQT12A8C13B86D",296716,"Skeeter Davis: RCA Country Legend","ARDY3451187B9A0226",38.68193,"Dry Ridge KY",-84.59431,"Skeeter Davis",0.0,168.48934,4,0.756,89.219,3,0.807,"He Says The Same Things To Me",0
266,"SOSAMRR12AB018203B",602675,"At The Jazz Base","ARVAE1F1187B994957",39.95227,"Philadelphia PA",-75.16237,"Gerald Veasley",0.0,371.25179,8,0.0,112.213,4,0.758,"On The Fast Track",0
267,"SOQKKCG12AB017D5C4",541577,"Good Morning Judge","ARN7OQ21187FB5A6B3",,"Greenwood MS",,"Furry Lewis",0.0,234.78812,10,0.074,146.569,4,0.449,"Old Hobo",2003
268,"SOPOJVI12A58A7E706",8566,"Whut? The Album","ARXWAQQ1187B9AE954",,"Newark NJ",,"Redman",0.0,185.83465,0,0.125,94.146,4,0.298,"Jam 4 U",1992
269,"SOKRZJY12AB0187E80",702585,"Manhattan Mayhem (a history of the Dolls)","ARS1OWB1187B99EEAD",,"New York NY",,"New York Dolls",0.0,354.01098,11,0.642,131.348,4,0.235,"Human Being (1972 demo)",0
270,"SOTARLM12AB0189263",424048,"The Early Years","ARV38Z81187B98E608",,"",,"The Jets",0.0,164.54485,11,0.172,97.243,4,0.719,"Steppin' Out Tonight",0
271,"SOBEBCP12AB0182AEE",628299,"Calle ilusion","AR05IU31187B9B9A1A",42.84751,"Vitoria Spain",-2.67973,"Alex Ubago",0.0,186.09587,7,0.459,135.016,4,0.529,"Ciudad desierta",2009
272,"SOVMSTD12A6D4F9840",47597,"American Psycho","ARA1UU51187FB5A70B",,"New Jersey",,"The Misfits",0.0,85.9424,11,0.127,212.293,4,0.989,"The Haunting",1997
273,"SOCSLWU12A58A7E43A",45697,"The Best Of Little Feat","AR6W5MS1187FB3BF47",34.05349,"Los Angeles CA",-118.24532,"Little Feat",0.0,228.98893,0,0.177,97.342,4,0.0,"Down On The Farm (2006 Remastered Edit Version)",2006
274,"SOXAUGB12AB018756D",462244,"Passion","ARFGFXM1187B9ADFAE",,"",,"Tony Murena",0.0,155.14077,1,0.552,213.995,1,0.0,"Mambo Italiano",0
275,"SOGYDSV12A8C142A33",525940,"Malllet Jazz","AREVNGE11F50C49B9A",,"",,"Tom Collier",0.0,411.42812,0,0.515,111.743,4,1.0,"Eddie's Pad",0
276,"SOCIFIF12A8C1378E5",420820,"Lady Sleep","ARS0W831187B9AF0B7",,"",,"Maximilian Hecker",0.0,370.02404,5,0.399,243.981,4,0.271,"Birch",2005
277,"SOGUGOR12A8C1316DF",144671,"Lyssa - Rural Gods And Astonishing Punishments","ARNHJHU1187B98F79C",4.65637,"Bogota COL",-74.11779,"Nightfall",0.0,190.87628,7,0.37,105.061,4,0.596,"So(u)l Invictus",2004
278,"SOLHRRP12A6D4F4A3B",27864,"Ultra-Lounge/Mondo Exotica: Volume One","ARCU3AN1187B989EA0",,"",,"Bas-Sheva",0.0,178.65098,10,0.512,111.504,4,0.552,"Lust (1995 Digital Remaster)",0
279,"SOFXBFL12AB01873CE",469555,"Lost & Found Blues","ARRU9GR1187FB43F56",33.46797,"Thomson GA",-82.50293,"Blind Willie McTell",0.0,188.21179,1,0.395,170.462,4,0.419,"Let Me Play With Yo' YoYo",0
280,"SOOIETN12A8C13E1AD",217642,"Vuosikirja 1951 - 50 hittiä","ARBV8MP1187B9B60B1",,"",,"Esa Pakarinen",0.0,202.86649,2,0.318,171.876,1,0.365,"Lentävä kalakukko",1990
281,"SOPWHEV12AB017DC10",500966,"Empty","AR1U3BY1187B9B136F",,"",,"God Lives Underwater",0.0,215.40526,2,0.411,169.966,4,0.952,"Don't Know How To Be",1995
282,"SOSACTG12A8C144B2B",611663,"The Essential Fureys","ARFWZZD1187FB561F9",,"",,"The Fureys",0.0,240.74404,11,0.039,89.236,3,0.839,"The Anniversary Waltz",0
283,"SOPESRK12A6D4F8B92",56247,"Made In Italy","ARQVLQJ1187B98F11F",,"",,"Mau Mau",0.0,285.1522,10,0.187,182.198,4,0.683,"Paseo Colòn",2004
284,"SOLNEKT12AB0187086",647436,"The Very Best Of","AREZMPH11F4C83B364",35.83073,"Tennessee",-85.97874,"Everly Brothers",0.0,125.02159,7,0.079,82.461,4,0.0,"Oh What A Feeling",0
285,"SOKMTOP12AC468980A",699533,"Emerald","ARFN4JN1187B98C627",-22.96566,"Detroit",18.48617,"Bedrock",0.0,501.86404,6,0.041,129.988,4,0.607,"Emerald",2004
286,"SOHJXBB12A8C1437B7",521693,"LIVE AT SWEETWATER II","AREOGMA1187B9908EF",37.77916,"San Francisco CA",-122.42005,"Hot Tuna",0.0,461.71383,1,0.979,138.512,4,0.661,"Parchman Farm",2004
287,"SOTMYBJ12A58A7A667",618681,"Blue Record","ARKLA8V1187B999B68",,"",,"Baroness",0.0,270.52363,10,0.15,176.066,3,0.592,"The Sweetest Curse",2009
288,"SOKVBVL12A8C13908F",207670,"Southern Slang (Chopped & Screwed)","ARG3UX61187B9AC05A",,"",,"D.O.W.N.",0.0,265.66485,1,0.788,109.659,4,0.805,"I Don't Give A F**K",0
289,"SOFHCUH12AB0183CA2",704461,"WOW Gospel 2010","ARVMFE61187B992463",,"",,"Darwin Hobbs",0.0,311.95383,1,0.323,140.085,3,0.642,"Free",0
290,"SOCRVCC12A6D4FB91B",56789,"Informal Introduction","AR7AA2D1187B98B415",,"Los Angeles CA",,"Shade Sheist / N.U.N.E. / King Arthur",0.0,262.3473,11,0.062,89.912,4,1.0,"The Urban Gospel",0
291,"SOXMJIX12A8C13C3FE",298816,"As Long As You Want This","AR1XE381187FB4C685",34.05349,"California - LA",-118.24532,"Kane",0.0,261.3024,9,0.745,120.611,4,0.226,"My Heart's Desire",2004
292,"SOPBAMQ12A8C13A815",257997,"Lo Mejor De Roberto Torres / Vol. II","AR6YDKV1187B989230",,"",,"Roberto Torres",0.0,276.00934,5,0.844,161.345,4,0.892,"Decima Del Tiempo De Antes",0
293,"SOESZYV12A6D4F8299",25833,"New Tattoo","AREGV3K1187B9AF614",,"Los Angeles California",,"Mötley Crüe",0.0,260.04853,5,0.026,132.131,4,0.275,"Hell On High Heels",2000
294,"SOCHUHK12A6D4F7883",280978,"A Beautiful Lie + 30 Seconds To Mars","ARRBF3M1187FB4D59F",,"Los Angeles CA",,"30 Seconds To Mars",0.0,277.28934,10,0.696,98.507,4,1.0,"End Of The Beginning",2002
295,"SOMZWCG12A8C13C480",300848,"Fear Itself","ARD7TVE1187B99BFB1",,"California - LA",,"Casual",0.0,218.93179,1,0.736,92.198,4,0.778,"I Didn't Mean To",0
296,"SOPAQJH12AB018BAFC",715656,"Black Debbath Hyller Kvinnen!","AR93K7R1187B9AC92A",59.91228,"Oslo Norway",10.74998,"Black Debbath",0.0,268.61669,0,0.392,85.068,7,0.849,"Grønn Dame_ Rød Klut (Sangen Om Boken Om Damen Anne Enger Lahnstein)",0
297,"SOVFFVM12AB0186705",567667,"The Very Best of Congolese Rumba : The Kinshasa-Abidjan Sessions (le meilleur de la rumba congolais","ARE8MZ81187B9AB2A3",,"",,"Wendo Kolosoy",0.0,397.76608,0,0.677,81.249,3,1.0,"Marie Marie",1993
298,"SOQYRAY12AC3DFAFB0",823052,"15 Grandes Exitos","ARDAXCG1187B9942B1",,"",,"Leonardo Favio",0.0,229.25016,11,0.538,102.392,3,1.0,"Sera Cuestion De Conversar",0
299,"SOZUOAK12AB018AA82",469705,"It's Nothing Personal","ARG9E8O1187B99AB4F",42.31256,"Boston Massachusetts",-71.08868,"Bury Your Dead",0.0,290.63791,4,0.005,123.635,4,0.892,"Closed Eyes",2009
300,"SOMXCXZ12A58A7B343",156224,"The Good Road","ARKYI5T1187B99334F",35.21962,"North Carolina",-80.01955,"Janet Paschal",0.0,207.69914,6,0.313,180.121,3,0.32,"The Lord Will Go Before You",0
301,"SOUTSOK12A8C146665",527222,"On The Barricades","ARU868Z1187FB47319",42.18419,"Mass. - Western",-71.71818,"Wonderland",0.0,172.30322,4,0.539,123.976,4,0.5,"You",0
302,"SOSIZPX12A8AE46AD3",279150,"Rockabye Baby - Lullabies with Orchestra","AR3AIEI1187B992D8D",54.31392,"Great Britain / UK",-2.23218,"Marilyn Horne",0.0,109.37424,9,0.753,109.257,4,0.756,"Nana",0
303,"SOKMBQK12A8C1450CE",428531,"Moving Mountains","ARPDVPJ1187B9ADBE9",,"Atlanta GA",,"Usher",0.0,309.83791,11,0.294,126.955,5,1.0,"Moving Mountains",2008
304,"SONATVQ12A6D4FAF73",175825,"Matter Of Time","ARJAOPV1187B9A96D9",37.16793,"United States",-95.84502,"Javier Mendoza Band",0.0,295.57506,2,0.991,117.116,4,0.091,"Rápido Nos Vamos",0
305,"SOLIDWN12A8C1411A5",248385,"Step Up","ARDK87R1187B98D51C",,"San Francisco CA",,"Flamin' Groovies",0.0,199.49669,7,0.382,159.337,4,0.85,"Step Up",1991
306,"SOCKRAI12A81C20385",231129,"Que No Pare La Rumba","AROSW2I1187FB44866",,"",,"Sonora Carruseles",0.0,297.79546,9,0.524,54.192,1,0.0,"Las Muchachas",0
307,"SOQLRND12A6D4FD162",175656,"Rexx Erected","ARNCWQE12454A2E59C",,"",,"Diamond Rexx",0.0,181.39383,8,0.024,103.14,4,1.0,"Fire",0
308,"SODOLVO12B0B80B2F4",440990,"In Your Honor","AR6XPWV1187B9ADAEB",,"Seattle WA",,"Foo Fighters",0.0,117.002,7,0.458,152.127,4,0.651,"Hell",2005
309,"SOOJILM12AB018AA47",756181,"All Empires Fall","ARIF6IS1187B98FDEB",53.34376,"Dublin Ireland",-6.24953,"Primordial",0.0,425.19465,9,0.688,124.614,5,1.0,"Journey's End",1998
310,"SOOSYTN12A8C13F55B",224620,"Am I Lying?!","ARHSYTC11F50C505F9",,"",,"D' Militante",0.0,420.49261,9,0.0,240.314,1,0.725,"T.V. & Movies",0
311,"SOPAZAM12A6D4F6F05",27497,"Broken","ARVMFE61187B992463",,"",,"Darwin Hobbs",0.0,352.86159,8,0.554,41.21,4,0.0,"You Are God (Broken Album Version)",2003
312,"SOXHKRT12A6D4F89C8",55270,"American Dreams","ARA82JG1187FB36131",40.76596,"Shenandoah IA",-95.3756,"Charlie Haden",0.0,292.17914,7,0.367,141.229,4,0.06,"American Dreams",2002
313,"SOGCGAW12A8C13BF27",304105,"So Glad You Made It","AR1XE381187FB4C685",34.05349,"California - LA",-118.24532,"Kane",0.0,395.83302,5,0.593,134.115,4,0.565,"Rain Down On Me",2001
314,"SOAHDEK12A8C13A82E",160073,"Sauta Rabel","ARQVLQJ1187B98F11F",,"",,"Mau Mau",0.0,255.55546,1,0.089,162.134,4,0.0,"Neir",1992
315,"SOCGBIR12A6D4F601E",24411,"Mad Mad World","ARY1VGA1187FB5A39E",56.85147,"Lynn Lake Manitoba Canada",-101.04893,"Tom Cochrane",0.0,320.44363,5,0.85,88.072,4,0.481,"Washed Away",1992
316,"SOCRJDR12A8C139007",95078,"America's bugle calls","ARCVMYS12454A51E6E",,"",,"The Sun Harbor's Chorus-Documentary Recordings",0.0,37.01506,10,0.214,125.124,4,0.0,"The Air Force song : Evening colors sequence",0
317,"SOILKFY12AB01859FF",420080,"Love Rule","ARTPGR61187B98B0F6",,"",,"Thriller U",0.0,235.12771,9,0.352,72.305,3,0.714,"Dancehall Man",0
318,"SOPPWUZ12AB0180E3C",550688,"Special Homecoming Moments","ARDFZE61187FB45994",35.83073,"Tennessee",-85.97874,"Jake Hess",0.0,298.89261,10,0.35,99.958,4,0.741,"I Know Where I Am Now",2004
319,"SOCLLUZ12A8AE47ACE",138168,"Twelve Year Silence","AR7W7Z01187B998286",37.82245,"FLGAKY",-85.69091,"Dark new Day",0.0,278.02077,10,0.527,133.985,4,0.896,"Free (Album Version)",2005
320,"SOKIBDZ12AB0183317",443912,"The Greatest Hits - Vol. 2","ARG4KW31187FB51B7C",,"United Kingdom",,"Atomic Rooster",0.0,249.93914,9,0.959,119.981,4,0.65,"Take It For Granted",2005
321,"SOPZASO12A6D4F6A79",77351,"Trauma","AROTIMO1187FB532BF",,"Compton CA",,"DJ Quik",0.0,260.362,7,0.597,200.079,4,1.0,"Pacific Coast Remix",0
322,"SOBXRGX12A8C138B59",152362,"Lo Mejor De José Luis Perales","ARWX7AO1187B9B91AA",,"",,"Jose Luis Perales",0.0,247.01342,10,0.966,76.449,1,0.366,"¿Y Cómo Es Él?",0
323,"SOBAORS12A6D4F6820",21648,"Chasing Daylight","AREPD8D1187FB3F5BC",,"Gainesville FL",,"Sister Hazel",0.0,235.72853,10,0.799,217.13,4,0.326,"Come Around (LP Version)",2003
324,"SOZVTQM12CF5F88285",9844,"Siren Song Of The Counter-Culture","ARZWK2R1187B98F09F",,"Chicago",,"Rise Against",0.0,139.17995,10,0.505,132.045,3,0.426,"State Of The Union",2004
325,"SOEBFHP12AC468DA37",789783,"Lange Presents Intercity Spring 2010","ARNLHY61187FB3A0C0",,"United States",,"Organ Donors",0.0,455.44444,8,0.459,134.07,4,0.542,"Dr Kaotica",0
326,"SOZQKUN12A58A7BE4B",480173,"Roots And Culture Volume 3","ARIHI8H1187B9B0058",18.11526,"Jamaica",-77.27348,"Jackie Edwards",0.0,256.62649,1,0.0,161.796,4,0.0,"So Jah Seh",2006
327,"SOTRJTA12AB0180A36",357544,"EMI Years","ARWIN9D1187B98E544",,"",,"Jason & The Scorchers",0.0,227.49995,2,0.944,176.269,1,0.0,"19th Nervous Breakdown",1998
328,"SOAWMQC12AB0184136",639881,"Underneath Rotting","AR8BMEQ1187B9B4214",38.2589,"Missouri",-92.43659,"Pumpkin Buzzard",0.0,228.0224,5,0.334,118.796,1,0.802,"Hard Pure",0
329,"SOGEMEJ12B34F1C5AC",53164,"Arnold Layne","AR2W4T81187FB410A7",,"Cambridgeshire England",,"David Gilmour Featuring Richard Wright",0.0,202.1873,2,0.036,138.43,1,0.0,"Arnold Layne",2006
330,"SONYQUL12AB0188C4D",812035,"Tumi Cuba Classics Vol.3: Rumba","ARZ7OD71187B9940A7",40.71455,"New York",-74.00712,"Los Munequitos de Matanzas",0.0,184.21506,1,0.355,102.366,3,1.0,"El Chisme De La Cuchara",0
331,"SONYUSG12AB018AA7C",569125,"Bach: Organ Works Vol.2","ARN8NCB1187FB49652",46.20835,"Geneva Switzerland",6.1427,"Lionel Rogg",0.0,137.32526,0,0.725,77.754,3,0.678,"Prelude And Fugue In C Major BWV 545 : Prelude",0
332,"SOBBSDX12AAF3B33A9",530067,"L'apparenza","AREEJJK1187FB56DC7",,"Sofia",,"Evolution",0.0,208.50893,5,0.823,97.015,4,0.383,"My Own Way",0
333,"SOYCABE12A8C142BD5",524255,"Still The Cross","AR2S4CA1187B99632E",,"",,"FFH",0.0,215.50975,0,0.168,116.446,4,0.446,"You And Only You",0
334,"SOKBBXO12A6701DEA0",15567,"Things Falling Apart","ARK9TRQ1187B99C095",41.50471,"Cleveland OH",-81.69074,"Nine Inch Nails",0.0,426.89261,0,0.05,63.017,4,0.378,"Metal",2000
335,"SOSZUSE12AB018CEAA",575324,"Early Works","AR0Q5531187FB45143",,"",,"Dallas Holm",0.0,270.00118,9,0.826,167.461,4,0.0,"Here We Are",0
336,"SOXRWWL12A8C1345F8",143384,"The Real Testament","AR7Q0O91187FB4DBE7",,"Fort Myers FL",,"Plies",0.0,233.42975,9,0.755,110.933,4,1.0,"Goons Lurkin (Instrumental Album Version)",2007
337,"SOSAANW12A6D4F7BB8",23102,"Morrocan Roll","ARDPTGD1187B9AD361",36.87652,"Sikeston MO",-89.58828,"Brand X",0.0,95.76444,2,0.0,158.578,4,0.0,"Collapsar",1977
338,"SOHUJGR12AB01806C8",494850,"Le Samouraï / Les Aventuriers","ARGCEOR1187B9A4E7D",,"",,"Eric Demarsan",0.0,91.45424,3,0.521,108.11,1,0.0,"Valérie",0
339,"SOAWJAQ12AB01863E0",670951,"Inner-Cept","ARVMZFK11F50C4A0D2",37.77916,"California - SF",-122.42005,"Tunsi",0.0,237.7922,1,0.477,101.527,3,1.0,"The Paper Remix",0
340,"SOGXSWA12A6D4FBC99",186933,"Lupe Fiasco's The Cool","ARPFHN61187FB575F6",41.88415,"Chicago IL",-87.63241,"Lupe Fiasco feat. Matthew Santos",0.0,213.34159,2,0.303,140.046,4,0.759,"Fighters (feat. Matthew Santos) (Amended Album Version)",0
341,"SOVUUYF12AF729D0CA",459483,"A Fist In The Thought","ARA7EEC1187FB4C392",49.01037,"Karlsruhe Germany",8.4092,"Snowgoons",0.0,239.64689,1,0.626,94.281,4,0.918,"Planetary Takeover",2009
342,"SOCAYHA12A8C13683A",154001,"The Military Band - Salute to the Services","ARASWKT1187B9923B7",38.62774,"St. Louis MO",-90.19951,"Felix Slatkin/Concert Arts Symphonic Band",0.0,108.35546,5,0.83,92.499,4,0.629,"The Star-Spangled Banner (1998 Digital Remaster)",0
343,"SOPBHMH12AB018252F",363525,"Gilad Atzmon presents: Artie Fishel & The Promised Band","ARRFTTO1241B9C8C96",,"",,"Artie Fishel & The Promised Band",0.0,28.83873,7,0.093,100.08,1,0.432,"Artie In The Sky",0
344,"SOQVDWT12AC468A52B",605707,"Soul of a Free Man","ARXOUML1187FB48ACB",45.51179,"Portland",-122.67563,"Patrick Lamb",0.0,290.37669,5,0.272,93.041,4,0.0,"I Remember",2007
345,"SOTBVZW12A8C1360F0",150705,"Bach: Favorite Organ Works","ARN8NCB1187FB49652",46.20835,"Geneva Switzerland",6.1427,"Lionel Rogg",0.0,499.51302,2,0.639,92.924,4,0.5,"Toccata Et Fugue En Ré Mineur BWV 565",0
346,"SOXOPDV12A8C133674",289619,"Ultra Dark Radio - Compilation III. Mensch und Maschine","ARLKAOO12406A89CB1",,"",,"Vorstadtkinder",0.0,291.21261,7,0.593,179.82,4,0.0,"Los!",0
347,"SOLSWBA12A8C141B9A",238650,"The Italian Sessions","AR7LIU31187B98EF11",,"",,"Rita Chiarelli",0.0,228.38812,8,1.0,99.381,1,0.907,"Chiove",2006
348,"SONYHUC12A8C13B90E",214125,"Viva Brazil","ARC6J781187B98F02B",,"",,"Tania Maria",0.0,267.67628,5,0.583,176.349,4,0.236,"Vem Pr'a Roda",2000
349,"SOPEBJN12AB0188E0A",463162,"Las Mejores Gaitas Vol.1","ARRXPRY1187B9A8B34",,"",,"Gran Coquivacoa",0.0,163.47383,9,0.221,167.567,3,0.1,"Gaita Pueblera",0
350,"SOYJVQR12AB01835DE",641098,"Message To The Other Side (Osirus Part 1)","AR05OJD1187B9B99A6",,"Brooklyn New York",,"Ol' Dirty Bastard",0.0,180.45342,7,0.165,90.473,4,0.539,"Destiny Ft: Lesk One",0
351,"SORAMLE12AB017C8B0",815863,"Arrivederci","ARHHO3O1187B989413",,"",,"Bob Azzam",0.0,191.84281,10,0.0,137.334,1,0.319,"Auguri Cha Cha",0
352,"SOGWDQX12AB0185701",495559,"The Road Home","ARNBFWO1187FB4D1DD",37.27188,"California",-119.27023,"William Coulter",0.0,238.57587,9,0.551,148.524,4,0.0,"Shrivasta",0
353,"SOGHPTG12A6D4F97CF",31500,"Signs","ARFQ7RR1187FB3CC0A",,"",,"Badmarsh & Shri",0.0,263.31383,6,0.432,87.327,3,1.0,"Bang",2001
354,"SOQMDJS12A8C138341",162827,"Betty","AR0IVSA1187FB4F069",40.71455,"New York",-74.00712,"Helmet",0.0,220.31628,7,0.024,144.447,4,0.709,"Tic",1994
355,"SOBDCSO12AB017F02D",437973,"Snug","AR4Q1VD1187B9893C7",,"",,"Mulberry Lane",0.0,169.58649,0,0.585,148.012,4,0.142,"Come Dance With Me",0
356,"SOEWVBB12A8C135AE7",291797,"Live At The Metro","ARPKK761187FB4D53C",40.10216,"Anderson IN",-85.67869,"The Ataris",0.0,199.26159,2,0.509,199.028,4,0.0,"so long_ astoria",2004
357,"SOANMBZ12AAF3B5204",383862,"Blues Blastin': The Modern Recordings Vol 2","ARRWDU31187B9B5656",38.62774,"St. Louis MO",-90.19951,"Jimmy McCracklin",0.0,180.87138,10,0.484,147.633,4,1.0,"Give My Heart A Break aka You Don't Seem To Understand",0
358,"SOJDYFO12A8C141BA4",238650,"The Italian Sessions","AR7LIU31187B98EF11",,"",,"Rita Chiarelli",0.0,278.33424,2,0.441,95.508,4,0.333,"Tu Vuo_ Fa_ L_ Americano",0
359,"SOHWAHE12A8C13DDD1",112016,"Open","ARXK4YK1187FB4D0C4",51.50632,"London England",-0.12714,"Dub Pistols feat. TK & JMS",0.0,238.18404,1,0.624,108.998,4,1.0,"Open (Koobas Koobatronmix)",0
360,"SOMHYXD12A8C1354D4",152941,"Trouble","ARKJHKX1187FB5AEE5",,"Lafayette LA",,"Buckwheat Zydeco",0.0,233.50812,10,0.0,148.371,4,0.0,"Trouble (Studio)",0
361,"SOOZPUG12A8C132EDD",148194,"Respighi: Ancient Airs and Dances","ARBH0MS1187FB36311",,"",,"Sir Neville Marriner",0.0,220.05506,0,0.435,0.0,1,0.927,"Ancient Airs and Dances (1996 Digital Remaster)_ Suite No. 2: III.  Campanae parisienses (anon.) - Aria (Marin Mersenne)",0
362,"SOPXSEX12A8C13E4CE",253773,"Epic Fits","ARYE7N51187B9AF501",,"",,"PRE",0.0,92.70812,9,0.703,142.107,1,0.0,"Greasers",2007
363,"SOCVGQS12A8C13D7DF",216819,"Coastal","ARR2TI31187FB380FE",,"",,"The Field Mice",0.0,316.73424,3,0.356,162.682,4,0.0,"When Morning Comes To Town",1989
364,"SOLADTL12AB01815A7",353310,"Heart On (with bonus tracks)","ARHR5BC1187B9AC348",,"",,"Eagles Of Death Metal",0.0,225.48853,1,0.737,144.398,4,0.587,"As Nice As I Can Be",2009
365,"SOJURPV12A8C141B82",221617,"Live!","ARZQSNO1187FB5BBAB",,"Chapel Hill NC",,"Elizabeth Cotten",0.0,295.60118,2,0.184,99.959,4,0.375,"Freight Train",1958
366,"SODBIWB12AB018705E",718975,"Closer to God","ARAVEKH1269FCD294D",,"",,"Demonbreed",0.0,337.24036,8,0.446,94.069,4,0.658,"Hell Will Reign",0
367,"SOQLWVI12A6D4F465F",25971,"Cricklewood Green","AR8SRQ31187FB4D477",52.94922,"Nottingham England",-1.14392,"Ten Years After",0.0,145.00526,11,0.707,106.145,1,0.0,"Year 3_000 Blues (2002 Digital Remaster)",1970
368,"SOVOEOG12AF729F7DF",279769,"Too Much Too Soon","ARS1OWB1187B99EEAD",,"New York NY",,"The New York Dolls",0.0,344.45016,4,0.232,154.763,1,0.0,"Human Being",1974
369,"SOGQNDO12AB0181930",346368,"Ninja Mental - Unplugged MTV","AR0JURX1187FB3C8FF",41.39447,"Brewster New York USA",-73.61689,"Illya Kuryaki And The Valderramas",0.0,233.97832,7,0.526,154.028,4,0.913,"Ninja Mental",1996
370,"SOMYHTA12A6D4FB87D",65878,"Kloidt Ze Di Penussen!","ARQB8PN1187B98E6C4",,"",,"Tresenlesen",0.0,239.46404,4,0.481,174.332,5,0.939,"Das Gelübde",1998
371,"SOBWVGX12AB017BD87",569858,"The BBC Sessions","AR8BUVM1187FB4D94D",,"",,"Belle and Sebastian",0.0,250.69669,1,0.336,104.494,1,0.32,"Like Dylan In The Movies",1996
372,"SOBOKGJ12A8C132819",555515,"Roll Away","AR531IG1187FB59B35",,"CANADA - Ontario",,"Back Door Slam",0.0,236.87791,1,0.629,123.382,4,0.089,"It'll All Come Around (Album Version)",2007
373,"SOVKVJM12A6D4F972F",46544,"And The Crowd Goes Wild","ARWVVVP1187FB52F31",,"Cleveland TN",,"Mark Wills",0.0,210.33751,2,1.0,96.071,4,0.0,"How Bad Do You Want It",2003
374,"SOZCCPL12AB017C957",440388,"Mal de amores","ARMHR011187B9A62B5",,"Spanish Harlem New York City NY",,"El Barrio",0.0,306.31138,5,0.393,107.021,3,0.721,"Al maestro",0
375,"SOZRJUQ12A81C1F779",179245,"Bottom Belle","ARWFMDC122988EFD33",,"",,"African Rhythm Messengers",0.0,235.28444,0,1.0,115.196,4,0.863,"baby Wayo",0
376,"SOAOJRS12A6D4FBDEE",626438,"Shout","ARYML1P1187B9AF39B",,"Georgia",,"Devo",0.0,264.33261,2,0.67,144.801,4,1.0,"The 4th Dimension (LP Version)",1984
377,"SOQFKZW12AB0181847",545565,"Season Selection - Summer","ARRZQZE1241B9CBFBB",,"",,"Arctique",0.0,468.00934,9,0.393,130.004,4,0.0,"Kyana",0
378,"SOOCRIF12AB0181137",342581,"Knowledge Is King","ARH0Z131187B9B69E9",40.8079,"Harlem New York NY",-73.9454,"Kool Moe Dee",0.0,219.76771,5,0.853,107.905,4,0.967,"Knowledge Is King",1989
